Numéro tarifaire,Position du Système harmonisé (SH),Description indicative
2505.10.00,"Sables naturels de toute espèce, même colorés, à l'exclusion des sables métallifères du Chapitre 26.",Sables siliceux et sables quartzeux
3303.00.00,Parfums et eaux de toilette.,
3304.10.00,"Produits de beauté ou de maquillage préparés et préparations pour l'entretien ou les soins de la peau, autres que les médicaments, y compris les préparations antisolaires et les préparations pour bronzer; préparations pour manucures ou pédicures.",Produits de maquillage pour les lèvres
3304.20.00,"Produits de beauté ou de maquillage préparés et préparations pour l'entretien ou les soins de la peau, autres que les médicaments, y compris les préparations antisolaires et les préparations pour bronzer; préparations pour manucures ou pédicures.",Produits de maquillage pour les yeux
3304.30.00,"Produits de beauté ou de maquillage préparés et préparations pour l'entretien ou les soins de la peau, autres que les médicaments, y compris les préparations antisolaires et les préparations pour bronzer; préparations pour manucures ou pédicures.",Préparations pour manucures ou pédicures
3304.91.00,"Produits de beauté ou de maquillage préparés et préparations pour l'entretien ou les soins de la peau, autres que les médicaments, y compris les préparations antisolaires et les préparations pour bronzer; préparations pour manucures ou pédicures.","Autres : Poudres, y compris les poudres compactes"
3304.99.90,"Produits de beauté ou de maquillage préparés et préparations pour l'entretien ou les soins de la peau, autres que les médicaments, y compris les préparations antisolaires et les préparations pour bronzer; préparations pour manucures ou pédicures.",Autres : AutresAutres
3305.10.00,Préparations capillaires.,Shampooings
3305.20.00,Préparations capillaires.,Préparations pour l'ondulation ou le défrisage permanents
3305.30.00,Préparations capillaires.,Laques pour cheveux
3305.90.00,Préparations capillaires.,Autres
3306.10.00,"Préparations pour l'hygiène buccale ou dentaire, y compris les poudres et crèmes pour faciliter l'adhérence des dentiers; fils utilisés pour nettoyer les espaces interdentaires (fils dentaires), en emballages individuels de détail.",Dentifrices
3306.20.00,"Préparations pour l'hygiène buccale ou dentaire, y compris les poudres et crèmes pour faciliter l'adhérence des dentiers; fils utilisés pour nettoyer les espaces interdentaires (fils dentaires), en emballages individuels de détail.",Fils utilisés pour nettoyer les espaces interdentaires (fils dentaires)
3307.10.00,"Préparations pour le prérasage, le rasage ou l'après-rasage, désodorisants corporels, préparations pour bains, dépilatoires, autres produits de parfumerie ou de toilette préparés et autres préparations cosmétiques, non dénommés ni compris ailleurs; désodorisants de locaux, préparés, même non parfumés, ayant ou non des propriétés désinfectantes.","Préparations pour le prérasage, le rasage ou l'après-rasage"
3307.20.00,"Préparations pour le prérasage, le rasage ou l'après-rasage, désodorisants corporels, préparations pour bains, dépilatoires, autres produits de parfumerie ou de toilette préparés et autres préparations cosmétiques, non dénommés ni compris ailleurs; désodorisants de locaux, préparés, même non parfumés, ayant ou non des propriétés désinfectantes.",Désodorisants corporels et antisudoraux
3307.30.00,"Préparations pour le prérasage, le rasage ou l'après-rasage, désodorisants corporels, préparations pour bains, dépilatoires, autres produits de parfumerie ou de toilette préparés et autres préparations cosmétiques, non dénommés ni compris ailleurs; désodorisants de locaux, préparés, même non parfumés, ayant ou non des propriétés désinfectantes.",Sels parfumés et autres préparations pour bains
3307.41.00,"Préparations pour le prérasage, le rasage ou l'après-rasage, désodorisants corporels, préparations pour bains, dépilatoires, autres produits de parfumerie ou de toilette préparés et autres préparations cosmétiques, non dénommés ni compris ailleurs; désodorisants de locaux, préparés, même non parfumés, ayant ou non des propriétés désinfectantes.","Préparations pour parfumer ou pour désodoriser les locaux, y compris les préparations odoriférantes pour cérémonies religieuses : « Agarbatti » et autres préparations odoriférantes agissant par combustion"
3307.49.00,"Préparations pour le prérasage, le rasage ou l'après-rasage, désodorisants corporels, préparations pour bains, dépilatoires, autres produits de parfumerie ou de toilette préparés et autres préparations cosmétiques, non dénommés ni compris ailleurs; désodorisants de locaux, préparés, même non parfumés, ayant ou non des propriétés désinfectantes.","Préparations pour parfumer ou pour désodoriser les locaux, y compris les préparations odoriférantes pour cérémonies religieuses : Autres"
3401.11.10,"Savons; produits et préparations organiques tensio-actifs à usage de savon, en barres, en pains, en morceaux ou en sujets frappés, même contenant du savon; produits et préparations organiques tensio-actifs destinés au lavage de la peau, sous forme de liquide ou de crème, conditionnés pour la vente au détail, même contenant du savon; papier, ouates, feutres et nontissés, imprégnés, enduits ou recouverts de savon ou de détergents.","Savons, produits et préparations organiques tensio-actifs en barres, en pains, en morceaux ou en sujets frappés, et papier, ouates, feutres et nontissés, imprégnés, enduits ou recouverts de savon ou de détergents : De toilette (y compris ceux à usages médicaux)Savon de Marseille (Castille)"
3401.11.90,"Savons; produits et préparations organiques tensio-actifs à usage de savon, en barres, en pains, en morceaux ou en sujets frappés, même contenant du savon; produits et préparations organiques tensio-actifs destinés au lavage de la peau, sous forme de liquide ou de crème, conditionnés pour la vente au détail, même contenant du savon; papier, ouates, feutres et nontissés, imprégnés, enduits ou recouverts de savon ou de détergents.","Savons, produits et préparations organiques tensio-actifs en barres, en pains, en morceaux ou en sujets frappés, et papier, ouates, feutres et nontissés, imprégnés, enduits ou recouverts de savon ou de détergents : De toilette (y compris ceux à usages médicaux)Autres"
3401.19.00,"Savons; produits et préparations organiques tensio-actifs à usage de savon, en barres, en pains, en morceaux ou en sujets frappés, même contenant du savon; produits et préparations organiques tensio-actifs destinés au lavage de la peau, sous forme de liquide ou de crème, conditionnés pour la vente au détail, même contenant du savon; papier, ouates, feutres et nontissés, imprégnés, enduits ou recouverts de savon ou de détergents.","Savons, produits et préparations organiques tensio-actifs en barres, en pains, en morceaux ou en sujets frappés, et papier, ouates, feutres et nontissés, imprégnés, enduits ou recouverts de savon ou de détergents : Autres"
3401.20.20,"Savons; produits et préparations organiques tensio-actifs à usage de savon, en barres, en pains, en morceaux ou en sujets frappés, même contenant du savon; produits et préparations organiques tensio-actifs destinés au lavage de la peau, sous forme de liquide ou de crème, conditionnés pour la vente au détail, même contenant du savon; papier, ouates, feutres et nontissés, imprégnés, enduits ou recouverts de savon ou de détergents.","Savons sous autres formesGranules de savon contenant du savon de sodium avec des acides gras et du glycérol, devant servir à la fabrication de pains de savon"
3401.20.90,"Savons; produits et préparations organiques tensio-actifs à usage de savon, en barres, en pains, en morceaux ou en sujets frappés, même contenant du savon; produits et préparations organiques tensio-actifs destinés au lavage de la peau, sous forme de liquide ou de crème, conditionnés pour la vente au détail, même contenant du savon; papier, ouates, feutres et nontissés, imprégnés, enduits ou recouverts de savon ou de détergents.",Savons sous autres formesAutres
3401.30.00,"Savons; produits et préparations organiques tensio-actifs à usage de savon, en barres, en pains, en morceaux ou en sujets frappés, même contenant du savon; produits et préparations organiques tensio-actifs destinés au lavage de la peau, sous forme de liquide ou de crème, conditionnés pour la vente au détail, même contenant du savon; papier, ouates, feutres et nontissés, imprégnés, enduits ou recouverts de savon ou de détergents.","Produits et préparations organiques tensio-actifs destinés au lavage de la peau, sous forme de liquide ou de crème, conditionnés pour la vente au détail, même contenant du savon"
3501.10.00,"Caséines, caséinates et autres dérivés des caséines; colles de caséine.",Caséines
3502.11.20,"Albumines (y compris les concentrats de plusieurs protéines de lactosérum, contenant, en poids calculé sur matière sèche, plus de 80 % de protéines de lactosérum), albuminates et autres dérivés des albumines.",Ovalbumine : SéchéeAu-dessus de l'engagement d'accès
3502.19.20,"Albumines (y compris les concentrats de plusieurs protéines de lactosérum, contenant, en poids calculé sur matière sèche, plus de 80 % de protéines de lactosérum), albuminates et autres dérivés des albumines.",Ovalbumine : AutreAu-dessus de l'engagement d'accès
3502.20.00,"Albumines (y compris les concentrats de plusieurs protéines de lactosérum, contenant, en poids calculé sur matière sèche, plus de 80 % de protéines de lactosérum), albuminates et autres dérivés des albumines.","Lactalbumine, y compris les concentrés de deux ou plusieurs protéines de lactosérum"
3504.00.12,"Peptones et leurs dérivés; autres matières protéiques et leurs dérivés, non dénommés ni compris ailleurs; poudre de peau, traitée ou non au chrome.",Matières protéiques de lait : Au-dessus de l'engagement d'accès
3918.10.10,"Revêtements de sols en matières plastiques, même auto-adhésifs, en rouleaux ou sous formes de carreaux ou de dalles; revêtements de murs ou de plafonds en matières plastiques définis dans la Note 9 du présent Chapitre.","En polymères du chlorure de vinyleRevêtements de murs ou de plafonds combinés à des tissus, des étoffes de bonneterie, des nontissés ou des feutres"
3918.10.90,"Revêtements de sols en matières plastiques, même auto-adhésifs, en rouleaux ou sous formes de carreaux ou de dalles; revêtements de murs ou de plafonds en matières plastiques définis dans la Note 9 du présent Chapitre.",En polymères du chlorure de vinyleAutres
3918.90.10,"Revêtements de sols en matières plastiques, même auto-adhésifs, en rouleaux ou sous formes de carreaux ou de dalles; revêtements de murs ou de plafonds en matières plastiques définis dans la Note 9 du présent Chapitre.","En autres matières plastiquesRevêtements de murs ou de plafonds combinés à des tissus, des étoffes de bonneterie, des nontissés ou des feutres"
3918.90.90,"Revêtements de sols en matières plastiques, même auto-adhésifs, en rouleaux ou sous formes de carreaux ou de dalles; revêtements de murs ou de plafonds en matières plastiques définis dans la Note 9 du présent Chapitre.",En autres matières plastiquesAutres
3919.10.99,"Plaques, feuilles, bandes, rubans, pellicules et autres formes plates, auto-adhésifs, en matières plastiques, même en rouleaux.",En rouleaux d'une largeur n'excédant pas 20 cmAutres : Autres
3922.10.00,"Baignoires, douches, éviers, lavabos, bidets, cuvettes d'aisance et leurs sièges et couvercles, réservoirs de chasse et articles similaires pour usages sanitaires ou hygiéniques, en matières plastiques.","Baignoires, douches, éviers et lavabos"
3922.20.00,"Baignoires, douches, éviers, lavabos, bidets, cuvettes d'aisance et leurs sièges et couvercles, réservoirs de chasse et articles similaires pour usages sanitaires ou hygiéniques, en matières plastiques.",Sièges et couvercles de cuvettes d'aisance
3922.90.00,"Baignoires, douches, éviers, lavabos, bidets, cuvettes d'aisance et leurs sièges et couvercles, réservoirs de chasse et articles similaires pour usages sanitaires ou hygiéniques, en matières plastiques.",Autres
3923.21.90,"Articles de transport ou d'emballage, en matières plastiques; bouchons, couvercles, capsules et autres dispositifs de fermeture, en matières plastiques.","Sacs, sachets, pochettes et cornets : En polymères de l'éthylèneAutres"
