Tariff Item,Harmonized System (HS) Heading,Indicative Description
6113.00.20,"Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",Diving suits
6113.00.90,"Garments, made up of knitted or crocheted fabrics of heading 59.03, 59.06 or 59.07.",Other
6114.20.00,"Other garments, knitted or crocheted.",Of cotton
6114.30.00,"Other garments, knitted or crocheted.",Of man-made fibres
6114.90.00,"Other garments, knitted or crocheted.",Of other textile materials
6115.10.10,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.","Graduated compression hosiery (for example, stockings for varicose veins)Panty hose and tights"
6115.10.91,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.","Graduated compression hosiery (for example, stockings for varicose veins)Other: Of wool or fine animal hair"
6115.10.99,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.","Graduated compression hosiery (for example, stockings for varicose veins)Other: Other"
6115.21.00,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.","Other panty hose and tights: Of synthetic fibres, measuring per single yarn less than 67 decitex"
6115.22.00,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.","Other panty hose and tights: Of synthetic fibres, measuring per single yarn 67 decitex or more"
6115.29.00,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.",Other panty hose and tights: Of other textile materials
6115.30.00,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.","Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex"
6115.94.00,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.",Other: Of wool or fine animal hair
6115.95.00,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.",Other: Of cotton
6115.96.00,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.",Other: Of synthetic fibres
6115.99.00,"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted.",Other: Of other textile materials
6116.10.00,"Gloves, mittens and mitts, knitted or crocheted.","Impregnated, coated, covered or laminated with plastics or rubber"
6116.91.00,"Gloves, mittens and mitts, knitted or crocheted.",Other: Of wool or fine animal hair
6116.92.00,"Gloves, mittens and mitts, knitted or crocheted.",Other: Of cotton
6116.93.00,"Gloves, mittens and mitts, knitted or crocheted.",Other: Of synthetic fibres
6116.99.00,"Gloves, mittens and mitts, knitted or crocheted.",Other: Of other textile materials
6117.10.10,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories.","Shawls, scarves, mufflers, mantillas, veils and the likePrayer shawls"
6117.10.90,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories.","Shawls, scarves, mufflers, mantillas, veils and the likeOther"
6117.80.10,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories.",Other accessoriesBadges and the like; Belts
6117.80.90,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories.",Other accessoriesOther
6117.90.10,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories.","PartsInserts for use in the manufacture of cycling shorts; Of protective suits, to be employed in a noxious atmosphere; Of prayer shawls; Sleeve cuffs and collars, solely of fabric of tariff item No. 6006.23.90, for use in the manufacture of golf jerseys"
6117.90.20,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories.",PartsOf diving suits
6117.90.90,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories.",PartsOther
6201.20.00,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",Of wool or fine animal hair
6201.30.10,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.","Of cottonMen's ski-jackets, solely of cotton"
6201.30.90,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",Of cottonOther
6201.40.10,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.","Of man-made fibresOvercoats, raincoats, car-coats, capes, cloaks and similar articles"
6201.40.90,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",Of man-made fibresOther
6201.90.00,"Men's or boys' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.03.",Of other textile materials
6202.20.00,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04.",Of wool or fine animal hair
6202.30.00,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04.",Of cotton
6202.40.00,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04.",Of man-made fibres
6202.90.10,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04.","Of other textile materialsOvercoats, raincoats, car-coats, capes, cloaks and similar articles"
6202.90.90,"Women's or girls' overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, other than those of heading 62.04.",Of other textile materialsOther
6203.11.00,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Suits: Of wool or fine animal hair
6203.12.00,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Suits: Of synthetic fibres
6203.19.10,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Suits: Of other textile materialsOf cotton or of artificial fibres
6203.19.90,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Suits: Of other textile materialsOther
6203.22.00,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Ensembles: Of cotton
6203.23.00,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Ensembles: Of synthetic fibres
6203.29.10,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Ensembles: Of other textile materialsOf wool or fine animal hair
6203.29.90,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Ensembles: Of other textile materialsOther
6203.31.00,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Jackets and blazers: Of wool or fine animal hair
6203.32.00,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Jackets and blazers: Of cotton
6203.33.00,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Jackets and blazers: Of synthetic fibres
6203.39.10,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Jackets and blazers: Of other textile materialsOf artificial fibres
6203.39.90,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).",Jackets and blazers: Of other textile materialsOther
6203.41.00,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear).","Trousers, bib and brace overalls, breeches and shorts: Of wool or fine animal hair"
